"artist","song","text","songID","Popular"
"John Denver","Christmas, Like A Lullaby","Christmas like a lullaby steals across the land  
A breeze upon the water, rainfall upon the sand  
We celebrate a baby born from spirit into man  
And Christmas like a lullaby steals across the land  
It's morning in Australia in fact it's Christmas Day  
And Colorado never seemed so very far away  
Back where night has fallen and it's still Christmas Eve  
And snow is on the mountains where I always hate to leave  
Here I am down under with a brand new family  
And Christmas bells are ringing and there's presents 'neath the tree  
I know that it's been said before and now I know it's true  
That home is where the heart is and Christmas lives there too  
On this morning Peace On Earth is still our fervent prayer  
And I can hear it being whispered softly everywhere  
And guns are called to silence and anger called to still  
And brotherhood and sisterhood surrounded by goodwill  
Christmas like a lullaby steals across the land  
A breeze upon the water, rainfall upon the sand  
We celebrate a baby born from spirit into man  
And Christmas like a lullaby steals across the land  

",224,0
"John McDermott","The Secret Of Christmas","It's not the glow you feel  
When snow appears  
It's not the Christmas card  
You've sent for years  
Not the joyful sound  
When sleigh bells ring  
Or the merry songs  
Children sing  
  
That little gift you send  
On Christmas day  
Will not bring back the friend  
You've turned away  
So may I suggest the secret of Christmas  
It's not the things you do  
At Christmas time  
But the Christmas things you do  
All year through  
  
That little gift you send  
On Christmas day  
Will not bring back the friend  
You've turned away  
So may I suggest  
The secret of Christmas  
It's not the things you do  
At Christmas time  
But the Christmas things you do  
All year through

",225,0
"John Mellencamp","All The Best","I wish you love And happiness  
I guess I wish you All the best  
I wish you don't Do like I do  
And ever fall in love with Someone like you  
Cause if you fell Just like I did  
You'd probably walk around the block like a little kid.  
But kids don't know They can only guess  
How hard it is To wish you happiness  
  
I guess that love Is like a Christmas card  
You decorate a tree You throw it in the yard  
It decays and dies And the snowmen melt  
Well I once knew love I knew how love felt  
Yeah I knew love Love knew me  
And when I walked Love walked with me  
And I got no hate And I got no pride  
Well I got so much love That I cannot hide  
  
Say you drive a Chevy Say you drive a Ford  
You say you drive around the town till you just get bored  
Then you change your mind For something else to do  
And your heart gets bored with your mind and it changes you  
Well it's a doggone shame And it's an awful mess  
I wish you love I wish you happiness  
I wish you love I wish you happiness  
I guess I wish you All the best  
  
-Written by John Prine

",226,0
"John Prine","John Prine Christmas","Pretty paper  
Pretty ribbons of blue.  
  
Man oh man,  
I just love Christmas it's just so darn neat.  
I kinda wish every day was Christmas,  
Except Christmas eve and the Fourth of July.  
We wouldn't want to miss out on the fireworks, would we?  
When I was a kid, we used to get the Christmas catalog from Montgomery Wards
in Chicago.  
Sometimes we'd get it as early as late August.  
It was the big book of wishes, hopes and desires.  
My three brothers and I were allotted twenty-five bucks a piece, including
tax.  
  
So I'd make up a different Christmas list every night  
From the first of September 'til the twenty-forth of December.  
Matter of fact, let me present you with my Christmas credentials.  
When I was three years old, at least that's what my mother told me,  
I ate an entire ornament. I ate a big red one, I thought it was an apple.  
They kinda freaked out and was gonna take me to the hospital  
But they couldn't stop me from laughing so they just left me alone.  
So I guess I still got that Christmas in me all the time, you know?  
  
One year, I got a wooden Roly-Poly for Christmas,  
You know the things you knock down and they bounce right back up.  
They made 'em out of wood back then, that's how old I am.  
Nowadays, they make 'em out of plastic.  
My mom says, """"They just don't make 'em like that anymore.""""  
And I says, """"No ma, they don't"""".  
  
Then there was the year I came home only eave from the army,  
From Germany to marry my high school sweetheart on the day after Christmas.  
My little brother Billy, who was twelve at the time,  
Had just gotten his first job so he was able to afford to buy some Christmas
presents  
For his brothers and his mom and dad out of his own pocket.  
Billy had a job selling subscriptions for the Chicago Tribune.  
He told me this guy named Rocky would pick him up in a station wagon,  
Him and some other boys, and he'd take 'em out to some strange neighborhood  
And drop 'em off and he gave them this whole spiel to give their potential
customers.  
Supposedly their little brother had won a free trip to our nation's capital
Washington, D.C.,  
But he couldn't go on the trip if his older brother wouldn't accompany him  
So if you would please buy a subscription to the Chicago Tribune  
Then my little brother will be happy.  
Wow, what a shyster! Some people'll do anything to get to the Whitehouse.  
  
Then there was the year that my mom and dad gave me my first guitar.  
Ah man it was gorgeous, I still got the thing.  
It was a like aqua blue.  
Kinda dark aqua blue with a cream colored heart.  
Was a Silvertone from Montgomery Wards.  
The model was called Kentucky Blue  
And man when I saw that sitting under the tree I just couldn't wait.  
First year so I didn't know how to play it,  
I'd just stand in front of the mirror with a string  
Around my neck with that guitar and I'd try to look like Elvis.  
Then my brother Dave taught me a couple of chords,  
Now I'm here in your living room singing and talking to you.  
It's funny how things work out.  
  
So-a whyn't you go find a stranger and extend your hand to 'em.  
If you see somebody looks like  
They ain't doin' quite as well as you, slip 'em a buck,  
'specially if they don't ask for spare change.  
Go buy your honey a cuckoo clock or a musical snow shaking water ball,  
That when you wind it up it plays,  
""""I want you, I need you, I love ya with all my heart.""""  
'cause after all, hell man, it's Christmas.  
  
Away in a manger no crib for a bed.  
The little Lord Jesus lay down his sweet head.  
The stars in the sky look down where he lay.  
The little Lord Jesus asleep on the (1-2) hay.  
  
Merry Christmas Everybody.

",227,0
"John Prine","Silent Night, All Day Long","There's a pine tree in a window in a house on a hill  
With a tree top angel sitting perfectly still  
She's watching the shoppers walk through the snow  
With their arms full of treasures and hearts all aglow  
  
Chorus:  
We held hands and stared at the lights on the tree  
As if christmas was invented for you and for me  
When the angel on the treetop requested a song  
We sang silent night all day long  
  
There's a family that's gathered in some living room  
Dinner on the table that's been cooking since noon  
Stockings on the mantle are hanging with care  
While every body is saying a prayer  
  
Repeat chorus  
  
There's a room out there somewhere with a woman in a chair  
With memories of childhood still lingering there.  
How pretty the paper, the lights and the snow.  
How precious those memories of long long ago.  
  
Repeat chorus  
  
When the angel on the treetop requested a song.  
We sang silent night all day long

",228,0
"John Prine","Souvenirs","All the snow has turned to water  
Christmas days have come and gone  
Broken toys and faded colors  
Are all that's left to linger on  
I hate graveyards and old pawn shops  
For they always bring me tears  
I can't forgive the way they rob me  
Of my childhood souvenirs  
  
[Chorus]  
Memories they can't be boughten  
They can't be won at carnivals for free  
Well it took me years  
To get those souvenirs  
And I don't know how they slipped away from me  
  
Broken hearts and dirty windows  
Make life difficult to see  
That's why last night and this mornin'  
Always look the same to me  
  
I hate reading old love letters  
For they always bring me tears  
I can't forgive the way they rob me  
Of my sweetheart's souvenirs  
  
[Chorus]

",229,0
"Johnny Cash","Blue Christmas","I'll have a blue blue Christmas)  
I'll have a blue blue Christmas without you I'll be so blue thinking about you  
Decorations of red on a green Christmas tree  
Won't mean a thing if you're not here with me  
I'll have a blue Christmas that's certain  
And when those blue blue heartaches start hurtin'  
You'll be doing alright with your Christmas of white but I'll have a blue blue
Christmas  
(I'll have a blue blue Christmas without you I'll be so blue thinking about
you)  
Decorations of red on a green Christmas tree  
Won't mean a thing if you're not here with me  
(I'll have a blue Christmas that's certain  
And when those blue blue heartaches start hurtin')  
You'll be doing alright with your Christmas of white but I'll have a blue blue
Christmas  
(A blue blue Christmas without you)

",230,0
"Joni Mitchell","Face Lift","I went so numb on Christmas day  
I couldn't feel my hands or feet  
I shouldn't have come  
She made me pay  
For gleaming with Donald down her street  
She put blame on him  
And shame on me  
She made it all seem so tawdry and cheap  
""""Oh, let's be nice, Mama, open up your gifts  
You know, happiness is the best face lift""""  
  
I mean, after all, she introduced us  
Oh, but she regrets that now  
Shacked up downtown  
Making love without a license  
Same old sacred cow  
She said, """"Did you come home to disgrace us?""""  
I said, """"Why is this joy not allowed?  
For God's sake, I'm middle-aged, Mama  
And time moves swift  
And you know happiness is the best face lift""""  
  
Oh, love takes so much courage  
Love takes so much shit  
He said """"You've seen too many movies, Joni""""  
She said """"Snap out of it!""""  
Oh, the cold winds blew at our room with a view  
All helpful and hopeful and candlelit  
We kissed the angels and the moon eclipsed  
You know, Happiness is the best face lift  
  
We pushed the bed up to the window  
To see the Christmas lights  
On the east bank across the steaming river  
Between the bridges lit up Paris-like  
This river has run through both our lives  
Between these banks of our continuing delights  
Bless us, don't let us lose the drift  
You know, Happiness is the best face lift.

",231,0
"Josh Groban","Believe","Children sleeping  
Snow is softly falling  
Dreams are calling  
Likes bells in the distance  
  
We were dreamers  
Not so long ago  
But one by one  
We all had to grow up  
  
When it seems the magic slipped away  
We find it all again on Christmas Day  
  
Believe in what your heart is saying  
Hear the melody that's playing  
There's no time to waste  
There's so much to celebrate  
  
Believe in what you feel inside  
And give your dreams the wings to fly  
You have everything you need  
If you just believe  
  
Trains move quickly  
To their journey's end  
Destinations  
Are where we begin again  
  
Ships go sailing  
Far across the sea  
Trusting starlight  
To get where they need to be  
  
When it seems that we have lost our way  
We find ourselves again on Christmas Day  
  
Believe in what your heart is saying  
Hear the melody that's playing  
There's no time to waste  
There's so much to celebrate  
  
Believe in what you feel inside  
And give your dreams the wings to fly  
You have everything you need  
If you just believe  
  
If you just believe  
If you just believe  
If you just believe  
  
Just believe  
Just believe

",232,0
"Josh Groban","I'll Be Home For Christmas","I am dreaming tonight of a place I love  
Even more than I usually do  
And although I know it's a long road back,  
I promise you  
  
I'll be home for Christmas  
You can count on me  
Please have snow and mistletoe  
And presents on the tree  
Christmas Eve will find you  
With a love like me  
I'll be home for Christmas  
If only in my dreams  
  
Christmas Eve will find me  
With a love like me  
I'll be home for Christmas  
If only in my dreams  
If only in my dreams

",233,0
"Judy Garland","Happiness Is A Thing Called Joe","It seems like happiness is just a thing called Joe  
He's got a smile that makes the lilac wanta grow  
He's got a way that makes the angels heave a sigh  
When they know little Joe's passing by  
  
Sometimes the cabin's gloomy and the table's bare  
Then he'll kiss me and it's Christmas everywhere  
Troubles fly away and life is easy go  
Does he love me good, that's all I need to know  
  
Seems like happiness, is just a thing called Joe  
  
Little Joe, little Joe, little Joe

",234,0
"Judy Garland","Have Yourself A Merry Little Christmas","Have yourself a merry little Christmas  
Let your heart be light  
Next year all our troubles will be  
Out of sight  
Have yourself a merry little Christmas  
Make the yule-tide gay  
Next year all our troubles will be  
Miles away  
Once again as in olden days  
Happy golden days of yore  
Faithful friends who were dear to us  
Will be near to us once more  
Someday soon, we all will be together  
If the Fates allow  
Until then, we'll have to muddle through somehow  
So have yourself a merry little Christmas now.

",235,1
"Judy Garland","Merry Christmas","Merry Christmas,  
Have a very, very merry Christmas.  
Dream about your hearts desire,  
Christmas Eve when you retire,  
Santa Claus will stop and I know he'll drop  
Exactly what you wanted from your chimney top.  
So be jolly,  
Have a holiday as gay as holly.  
May the ones you love be near you  
With the laugh of friends to cheer you.  
When the church bells ring,  
Like the angels sing,  
And you hear the joyful hymn they chime,  
Hang a wish from me on your Christmas tree  
[Repeat]  
For a very merry Christmas time.

",236,0
"Justin Bieber","A Very Bieber Christmas","On the 4th day of Christmas  
Justin Bieber gave to me  
4 concert tickets  
3 pairs of Nikeys  
2 hair flips  
1 less lonely girl  
  
On the 6th day of Christmas  
Justin Bieber gave to me  
6 cool scarfs  
5 pairs of Supras  
4 concert tickets  
3 pairs of Nikeys  
2 hair flips  
1 less lonely girl  
  
On the 9th day of Christmas  
Justin Bieber gave to me  
9 no 1 songs  
8 plaid shirts  
7 new hats  
6 cool scarfs  
5 pairs of Supras  
4 concert tickets  
3 pairs of Nikeys  
2 hair flips  
1 less lonely girl

",237,0
"Justin Bieber","All I Want Is You","Sitting here all alone watching the snow fall  
Looking back at the days when we threw them snowballs  
I can't believe I'm putting the tree up by myself  
I need you and nobody else  
I'm sorry if I pushed you away  
'Cause I need you here and I want for you to know  
  
And I don't care if I don't get anything  
All I need is you here right now  
And I'm sorry if I hurt you  
But I know that all I want is you this Christmas  
This Christmas  
This Christmas  
All I want is you this Christmas  
This Christmas  
This Christmas  
All I want is you this Christmas  
  
And I never wanna do this alone  
Baby I just need you to be here  
Here through the holidays, yeah  
I just wanna know if you feel the same way  
Because I'm lonely baby, want you to hold me baby  
  
And I'm sorry if I pushed you away  
I just want you to know I miss you  
And I want you to stay  
  
And I don't care if I don't get anything  
All I need is you here right now  
And I'm sorry if I hurt you  
But I know that all I want is you this Christmas  
This Christmas  
This Christmas  
All I want is you this Christmas  
This Christmas  
This Christmas  
All I want is you this Christmas  
  
Wrapping gifts without you baby  
Is like mid December and there's no cold  
I can't do this on my own (oh oh oh, oh oh oh)  
I've changed my ways  
We keep running back and forth again  
I'm here to stay  
  
And I don't care if I don't get anything  
All I need is you here right now  
And I'm sorry if I hurt you  
But I know that all I want is you this Christmas  
This Christmas  
This Christmas  
All I want is you this Christmas  
This Christmas  
This Christmas  
All I want is you this Christmas  
All I want is you this Christmas

",238,0
"Justin Bieber","Christmas Love","Baby I will not pout  
Baby I will not cry  
Cause I got your love this Christmas time  
When the snow's on the ground  
And it's freezing outside  
I got your love this Christmas  
  
On every list I've ever sent  
You're the gift I'd love the best  
So deck the halls and all the rest  
Warm me up  
With your Christmas love  
  
Hey angel in the snow  
I'm under the mistletoe  
You are the one  
You're my very own Christmas love  
Tell Santa I'm cool this year  
My present is standing right here  
Thank God above for my very own Christmas love, yeah  
  
Like a beautiful tree, you can light up the room  
Your kinda star, can't be removed  
Like a beautiful carol, I get lost in your song  
And I will forever sing along  
  
On every list I've ever sent  
You're the gift I'd love the best  
So deck the halls and all the rest  
You warm me up  
With your Christmas love  
  
Hey angel in the snow  
I'm under the mistletoe  
You are the one  
You're my very own Christmas love  
Tell Santa I'm cool this year  
My present is standing right here  
Thank God above for my very own Christmas love  
  
All the lovers around the world (all the lovers)  
Let me sing you Merry Merry Christmas  
Merry Merry Christmas (and happy holidays)  
And every boy and every girl  
Stay close to the ones you love and thank God above  
That you got someone this year  
That can fill your heart with cheer  
  
Hey angel in the snow  
I'm under the mistletoe  
You are the one  
You're my very own Christmas love  
Tell Santa I'm cool this year  
My present is standing right here  
Thank God above for my very own Christmas love  
  
Hey angel in the snow  
I'm under the mistletoe  
You are the one  
You're my very own Christmas love  
Tell Santa I'm cool this year  
My present is standing right here  
Thank God above for my very own Christmas love  
For my very own Christmas love  
For my very own Christmas love  
(Give me a kiss baby)  
(Give me a kiss baby)  
For my very own Christmas love

",239,0
"Justin Bieber","Drummer Boy","Come, they told me,  
Pa rum pum pum pum  
Our new born king to see,  
Pa rum pum pum pum  
Our finest gifts we bring,  
Pa rum pum pum pum  
To lay before the king,  
Pa rum pum pum pum,  
Ra pum pum pum,  
Ra pum pum pum  
  
Ra pum pum pum,  
Ra pum pum pum pum pum,  
Yeah I'm on the drum,  
Yeah I'm on the stand drum,  
Yeah I'm on the beat 'cause the beat goes dumb,  
And they only spare heat 'cause I'm playing for the sun,  
Playing for the king, playing for the title,  
I'm surprised you didn't hear this in the Bible,  
I'm so tight I might go psycho,  
Christmas time so here's a recital,  
I'm so bad like Michael I know,  
I'm still young but I go I go,  
Stupid, stupid, love like cupid,  
I'ma drummer boy so do, do  
  
Little baby,  
Pa rum pum pum pum  
I am a poor boy too,  
Pa rum pum pum pum (gather round the mistletoe real quick)  
I have no gifts to bring,  
(He he matter fact let's gather round the fireplace while we get hot here)  
That's fit to give our king, (Bieber what'd up?)  
Pa rum pum pum pum, (yeah)  
Ra pum pum pum, (yeah)  
Ra pum pum pum (yeah) (I'm gonna get straight to it)  
  
At the table with the family,  
Having dinner, Blackberry on the hip and then the game a little slicker,  
Then it gave a lil' flicker then  
I took a look to see, before it activates the ringer  
Came to realize the homie Bieber hit me on the Twitter,  
Then I hit him back that's right I had some food up on my fingers,  
Sipping eggnog, with a little sprinkle of vanilla,  
Even though it's kind of cool I'm pulling on a chinchilla,  
Bieber hit me back and said lets make it hot up in the winter,  
I said cool, cool,  
You know I will deliver let's collaborate and make the holiday a little
bigger,  
Before we work I gotta get this off,  
See the other family members and drop gifts off,  
Then I'm headed to the studio 'cause ain't nothing stopping,  
How you know we about to turn it up and really get it poppin' now,  
People everywhere and all our twitter followers,  
Merry Christmas, Kwanzaa, happy Hanukkah!  
  
Mary nodded,  
Pa rum pum pum pum  
The ox and lamb kept time,  
Pa rum pum pum pum  
I played my drum for him,  
Pa rum pum pum (yeah yeah yeah)  
I played my best for him,  
Pa rum pum pum pum  
Rum pum pum pum  
Rum pum pum pum  
  
If you wanna give it's the time of year,  
JB on the beat yeah yeah I'm on the stand,  
It's crazy how some people say they don't care,  
When there's people on the street with no food it's not fair,  
It's about time for you to act merrily,  
It's about time for you give to charity,  
Rarely to people don't wanna even help at all,  
'Cause they wont bother buying getting toys getting dolls,  
Not thinking there's a family out hungry and cold,  
Wishin' wishin' that they had somebody they could hold,  
So I think some of you need to act bold,  
Can we give to a tribe let's change the globe,  
  
Ima drummer boy so do, do  
Ima drummer boy so do, do  
Ima drummer boy so do, do  
Ima drummer boy so do, do  
Ima drummer boy so do, do

",240,0
"Justin Bieber","Get Used To Me","[Verse 1]  
Subjected to my system  
Reflecting on the days  
When we used to be just friends  
Protected both our interest  
Our trust was in a bank  
That's where our hearts were safe  
  
[Pre-Chorus]  
And then we got closer  
Separated from my ex  
Til we got closure  
Oh, in every visit  
Feelings got stronger  
Now this is out our hands  
Our love is here to stay  
  
[Chorus]  
So get used to me checking in  
All day  
Get used to me falling through  
Just to see your face  
There ain't a moment  
I won't need your brace  
Get used to me touching you  
Get used to me loving you  
Oh get used to it, eh  
Oh get used to it, eh  
Oh get used to it, oh and oh  
Get used to me holding you  
Get used to me woeing you  
Oh get used to it  
  
[Verse 2]  
And I'm a April shower you  
Forever if I May  
'Til your flowers bloom in June  
Make sure that our fireworks  
Be your 4th of July  
For life  
As long as you stand right by my side  
  
[Pre-Chorus]  
Keep growing closer  
Throughout October  
Oh counting down, it's almost Christmas Eve  
Oh seven days shy of New Year's Eve  
Then we'll be celebrating  
  
[Chorus]  
So get used to me checking in  
All day  
Get used to me falling through  
Just to see your face  
There ain't a moment  
I won't need your brace  
Get used to me touching you  
Get used to me loving you  
Oh get used to it, eh  
Oh get used to it, eh  
Oh get used to it, oh and oh  
Get used to me holding you  
Get used to me woeing you  
Oh get used to it  
  
[Bridge]  
I ain't going nowhere  
I ain't going nowhere, oh no  
I ain't going nowhere  
I ain't going nowhere, oh no  
Put your faith in me  
I'll be all you need, I swear  
Yeah yeah  
I'm gonna be right here, yeah  
  
[Chorus]  
So get used to me checking in  
All day  
Get used to me falling through  
Just to see your face  
There ain't a moment  
I won't need your brace  
Get used to me touching you  
Get used to me loving you  
Oh get used to it, eh  
Oh get used to it, eh  
Oh get used to it, oh and oh  
Get used to me holding you  
Get used to me woeing you  
Oh get used to it  
  
[Vamp]  
I know you getting used to it  
I know you getting used to it  
(Get used to it)  
I know you getting used to it  
I know you getting used to it  
(Oh get used to it)

",241,0
"Kanye West","Family Business","This is family business  
And this is for the family that can't be with us  
And this is for my cousin locked down, know the answer's in us  
That's why I spit it in my songs so sweet  
Like a photo of your granny's picture  
Now that you're gone it hit us  
Super hard on Thanksgiving and Christmas, this can't be right  
Yeah you heard the track I did man, this can't be life  
Somebody please say grace so I can save face  
And have a reason to cover my face  
I even made you a plate, soul food, know how Granny do it  
Monkey bread on the side, know how the family do it  
When I brought it why had guard have to look all to it?  
As kids we used to laugh  
Who knew that life would move this fast?  
Who knew I'd have to look at you through a glass?  
And look, tell me you ain't did it, you ain't did it  
And if you did, then that's family business  
  
And I don't care 'bout (all the, all the diamond rings, diamond rings)  
They don't mean a thing (all, all, all the things)  
All these fancy things  
I tell you that all (all the glitter) I'm waiting for  
Now all I know I know all these things  
  
This is family business  
And this is for everybody standin' with us  
Come on, let's take a family Grammy picture  
Abby, remember when they ain't believe in me?  
Now she like """"See, that's my cousin on TV""""  
Now, we gettin' it and we gon' make it  
And y'all gon' hate it and I'm his favorite  
I can't deny it, I'm a straight rider  
But when we get together be electric slidin'  
Grandma, get 'em shook up  
Aw naw, don't open the photo book up  
I got an Aunt Ruth that can't remember your name  
But I bet them Polaroids'll send her down memory lane  
You know that one auntie, you don't want to be rude  
But every holiday nobody eatin' her food  
And you don't want to stay there 'cause them your worst cousins  
Got roaches at their crib like them your first cousins  
Act like you ain't took a bath with your cousins  
Fit three in the bed while six of y'all  
I'm talkin' 'bout three by the head and three by the leg  
But you ain't have to tell my girl I used to pee in the bed  
  
Rain, rain, rain go away  
Let the sun come out and all the children say  
Rain, rain, rain go away  
Let the sun come out and all the children say  
  
I woke up early this mornin' with a new state of mind  
A creative way to rhyme without usin' nines and guns  
Keep your nose out the sky, keep your heart to God  
And keep your face to the risin' sun  
All my niggas from the Chi, that's my family dog  
And my niggas ain't my guys, they my family dog  
I feel like one day you'll understand me dog  
You can still love your man and be manly dog  
You ain't got to get heated at every house warmin'  
Sittin' here, grillin' people like George Foreman  
Why Uncle Ray and Aunt Shiela always performin'?  
The second she storms out then he storms in  
Y'all gon' sit down, have a good time this reunion  
And drink some wine like Communion  
And act like everything fine and if it isn't  
We ain't lettin' everybody in our family business  
  
(All the, all the diamond rings, diamond rings)  
They don't mean a thing (all, all, all the things)  
They don't mean a thing  
(All the, all the diamond rings, diamond rings)  
They don't mean a thing, a thing  
  
And I don't care 'bout (all the, all the diamond rings, diamond rings)  
They don't mean a thing (all, all, all the things)  
All these fancy things  
I tell you that all (all the glitter) I'm waiting for  
Now all I know I know all these things  
  
All these things

",242,0
"Kate Bush","December Will Be Magic Again","December will be magic again.  
Take a husky to the ice  
While Bing Crosby sings White Christmas. He makes you feel nice.  
December will be magic again.  
Old Saint Nicholas up the chimney,  
Just a-popping up in my memory.  
  
Ooh, dropping down in my parachute,  
The white city, she is so beautiful  
Upon the black-soot icicled roofs,  
Oh, and see how I fall.  
See how I fall  
(""""Fall!"""") [backwards]  
Like the snow.  
  
Come to cover the lovers.  
(Cover the lovers,  
But don't you wake them up.)  
Come to sparkle the dark up.  
(Sparkle the dark up,  
With just a touch of make-up.)  
Come to cover the muck up.  
(Cover the muck up,  
Oh, with a little luck.)  
  
December will be magic again.  
Light the canDLe-lights  
To conjure Mr. Wilde  
Into the Silent Night.  
Oh, it's quiet inside,  
Here in Oscar's mind.  
  
December will be magic again.  
Don't miss the brightest star.  
Kiss under mistletoe.  
I want to hear you laugh.  
Don't let the mystery go now.  
  
Oh, dropping down in my parachute,  
The white city, she is so beautiful  
Upon the black-soot icicled roofs,  
Oh, and see how I fall.  
See how I fall  
(""""Fall!"""") [backwards]  
Like the snow.  
  
Come to cover the lovers.  
(Cover the lovers,  
But don't you wake them up.)  
Come to sparkle the dark up.  
(Sparkle the dark up,  
With just a touch of make-up.)  
Come to cover the muck up  
(Cover the muck up,  
Oh, with a little luck.)  
  
Oh, I'm coming to cover the lovers.  
Oh, and I'm coming to sparkle the dark up.  
Oh, and I'm coming to cover the muck up.

",243,0
"Katy Perry","White Christmas","I'm dreaming of a white Christmas  
Just like the ones I used to know  
Where the tree tops glisten  
And children listen  
To hear sleigh bells in the snow  
  
I'm dreaming of a white Christmas  
With every Christmas card I write  
May your days be merry and bright  
And may all  
Your Christmases be white  
  
I'm dreaming of a white Christmas  
Just like the ones I used to know  
Where the tree tops glisten  
And children listen  
To hear sleigh bells in the snow  
  
I'm dreaming of a white Christmas  
With every Christmas card I write  
May your days be merry and bright  
And may all your Christmases  
May all your Christmases  
May all your Christmases  
May all your Christmases be white  
  
I'm dreaming of a white  
Christmas with you  
Jingle Bells  
All the way, all the way

",244,1
"Kelly Clarkson","White Christmas","I'm dreaming of a white Christmas  
Just like the ones I used to know  
Where the treetops glisten, and  
Children listen to hear  
Sleigh bells in the snow  
  
I'm dreaming of a white Christmas  
With every Christmas card I write  
May your days be merry and bright  
And may all your Christmases be white  
  
Oh, I'm dreaming of a white Christmas  
With every Christmas card I write  
May your days be merry and bright  
And may all your Christmases be white

",245,1
"Kelly Family","One More Happy Christmas","Hey listen Buddy have you gotta dime for a cup of coffee  
'Cause my body is felling kind'a cold  
And it's christmas eve tonight  
  
I remember a couple years ago  
Having a good time celebrating  
With all my friends and family  
But I'm all alone tonight  
  
All I want is one more happy christmas  
All all I want is one more happy christmas  
  
I rub my hands when they're getting cold  
I sow my pants when appears a hole  
Just love that bag lady with her dog  
We'll party christmas by the bonfire  
So tel me watcha hold to give me  
'Cause my pants and shoes are torn apart  
Help me I know that you can  
Anything is better that nothing  
  
All I want...  
  
I keep looking for the money in my pocket  
There's always nothing there  
Something tells me one day I'll be famous  
I'll throe it in the air  
  
All I want...  
  
Hey listen Buddy have you gotta dime for a cup of coffee  
'Cause my body is feeling kind'a cold  
And it's christmas eve tonight  
Take a look at them young kids  
Shooting their stuff up in them  
They're hundred times worse that even I am  
All that I'm asking for is what everybody needs  
  
All I want...

",246,0
"Kelly Family","Two Front Teeth","Chorus  
All I want for christmas is my two front teeth  
My two front teeth see my two front teeth  
Gee if I could only have my two front teeth  
Then I could wish you a merry christmas  
  
It seems so long since I could say  
Sister Sissel sitting on a sissel  
Every time I try to speak  
All I do is a whistle  
  
Chorus  
  
Good old Santa and his reindeer  
They used to bring me lots of toys and candy  
I call for hamster ramster honnor and blitzer  
None of them can understand me  
  
Chorus

",247,0
"Kenny Chesney","I'll Be Home For Christmas","I'm dreaming tonight  
Of a place I love  
Even more than I usually do.  
And although I know  
  
It's a long road back  
I promise you  
I'll be home for Christmas.  
You can count on me.  
  
Please have snow and mistletoe  
And presents under the tree.  
Christmas Eve will find me  
Where the love-light gleams.  
  
I'll be home for Christmas  
If only in my dreams.  
Oh oh ah I'll be home for Christmas.  
You can count on me.  
  
Please have snow and mistletoe  
And presents under the tree.  
Oh Christmas Eve will find me  
Where the love-light gleams.  
  
I'll be home for Christmas  
If only in my dreams.  
If only yeah  
Well now, if only, only, only, only  
  
If only in my dreams.  
If only  
Well, well, well Lord  
If only oh  
If only in my dreams.

",248,0
"Kenny Chesney","Just A Kid","Well the news spread through Jerusalem, tonight a child is born  
There are shepherds fallin' to their knees, and Angels blowin' horns  
But in their golden halls the Pharasees  
Scoffed and drank their wine  
They said it's only Hebrew prophesy  
We don't care and besides He just a kid  
That's all He is  
One more pebble in the gravel  
One more rumor in the ravel  
How can He be king?  
He's just a kid.  
  
Well in no time He seen the world was knockin' on His door  
Performed miracles and wonders they had never see before  
Soon the Pharasees stopped laughin  
The silver sun was paid  
And near the end He knelt down in the garden and He prayed:  
  
I'm just a kid  
That's all I am  
I'll need Your strength too see me through it  
If it is Your will I'll do it  
But how can I be king I'm just a kid?  
  
Now I think about the Baby and the Man at Christmas time  
Of mother's, son's and father's and children just like mine  
About the power in unselfishness, love and sacrifice  
The Gift that we were given and the price.  
  
And how the news spread through Jerusalem, tonight a child is born  
There are shepherds fallin' to their knees, and angels blowin' horns  
I wonder how on Earth the Pharasees, could scoff and drink their wine  
And say He's only Hebrew prophesy  
We don't care and besides He's just a kid  
That's all He is  
One more pebble in the gravel  
One more rumor in the ravel  
And how can He be king? He's just a kid  
  
Oh how can He be king?  
He's just a kid.  
Ooh.

",249,0
"Kenny Chesney","Just Put A Ribbon In Your Hair","Bobby wants a 10-speed, an English racer  
Jenny wants that fuzzy teddy-bear  
Now your asking me  
What I'd like from Santa, for Christmas this year  
There's a lot of things, girl you could buy for me  
But they wouldn't mean as much, as you standing by that tree  
  
Just put a ribbon in your hair, darlin'  
You'll be the best gift anywhere  
Christmas Mornin'  
There's no worldly treasure  
Id like any better, than you standin' there  
Just put a ribbon in your hair  
  
(Mmmm...)  
  
Colored boxes filled, with fancy presents  
They were mighty pretty sites, it's true  
But all those pretty things  
They just can't compare  
To the beauty in you  
Girl on christmas day  
The greatest gift I know  
Will be having you to hold  
Underneath the mistle toe  
  
Just put a ribbon in your hair, darlin'  
You'll be the best gift anywhere  
Christmas Mornin'  
There's no worldly treasure  
Id like any better, than you standin' there  
Just put a ribbon in your hair  
Just put a ribbon in your hair  
  
(Oohhh baby)

",250,0
